Name,Year Published,Users Rated,Rating Average
Armadöra,2003,944,6.43
Mental Blocks,2019,456,6.95
Darwin's Choice,2019,502,7.62
Arcana,2009,1850,6.12
Animal Upon Animal: Balancing Bridge,2010,424,7.02
1844: Schweiz,2003,193,8.39
Next War: Korea,2012,258,8.16
SUPERHOT: The Card Game,2017,944,6.42
The Ares Project,2011,656,6.61
King of the Elves,1999,1283,6.21
Wizard,1978,491,7.35
Across 5 Aprils,1992,450,6.97
Mow,2008,1374,6.2
Senators,2017,444,7.02
The Magnates: A Game of Power,2014,587,6.76
Reluctant Enemies: Operation Exporter,2014,261,7.95
The Settlers of Zarahemla,2003,536,6.85
Starving Artists,2017,491,6.93
Half-Pint Heroes,2017,552,6.74
SEAL Team Flix,2018,336,7.38
Mage Knight Dungeons,2002,684,6.66
2038: Tycoons of the Asteroid Belt,1995,389,7.1
Do De Li Do,2016,625,6.63
HEXplore It: The Forests of Adrimon,2019,249,8.02
Warhammer: The Game of Fantasy Battles (8th Edition),2010,369,7.37
Petits Meurtres & Faits Divers,2007,446,6.97
Speed Cups,2013,1253,6.27
Hell's Highway: Operation Market Garden,1983,361,7.31
Cosmic Eidex,1998,456,6.92
Doge,2000,740,6.51
The Grand Carnival,2020,263,7.78
In the Name of Odin,2016,632,6.69
Smarty Party!,2003,643,6.59
500,1904,468,6.93
Gorus Maximus,2018,743,6.57
Pecking Order,1998,878,6.41
1853,1989,482,6.84
Sherlock: Death on the 4th of July,2018,651,6.61
Zombie Fluxx,2007,6120,5.99
Wind the Film!,2016,322,7.37
Warhammer Age of Sigmar: Champions Trading Card Game,2018,349,7.48
Enigma,2012,819,6.42
The Longest Day,1979,434,7.23
Chronology,1996,824,6.48
Clinic,2014,373,7.16
Loco Motive,2009,762,6.49
Cerberus,2018,566,6.8
Baltic Gap: Summer 1944,2009,249,7.99
Legends Untold: Weeping Caves Novice Set,2019,371,7.49
Zombie State: Diplomacy of the Dead,2010,773,6.49
A Column of Fire,2017,703,6.56
Lock 'n Load Tactical: Day of Heroes,2008,302,7.69
Grand Prix,2016,364,7.23
Zooloretto Junior,2010,536,6.74
Homeworlds,2001,304,7.53
Soviet Kitchen Unleashed,2018,520,6.9
Richard the Lionheart,2017,452,6.98
"Going, Going, GONE!",2013,1288,6.2
Inuit: The Snow Folk,2019,436,6.94
Ground Floor (Second Edition),2018,292,7.45
Patton's Best,1987,706,6.64
Lupus in Tabula,2001,835,6.48
Strife: Legacy of the Eternals,2014,517,6.8
La Strada,2004,1337,6.18
Captains of the Gulf,2018,425,6.98
Feudality,2011,737,6.48
Captive,2016,441,6.94
30 Seconds,2002,627,6.68
Batman: The Animated Series - Gotham City Under Siege,2018,405,7.23
Quarriors! Light vs. Dark,2014,477,6.85
Artus,2011,997,6.3
7th Fleet: Modern Naval Combat in the Far East,1987,394,7.21
Masters of Venice,2009,590,6.66
Twilight Imperium,1997,690,6.64
Electropolis,2019,326,7.34
Unlock!: Exotic Adventures - Scheherazade's Last Tale,2019,595,6.62
Spike,2014,581,6.67
"But Wait, There's More!",2011,525,6.76
Ilôs,2017,514,6.84
Wing Leader: Supremacy 1943-1945,2016,237,8.19
Monarch,2015,586,6.76
Saratoga,1998,376,7.14
Castles of Caladale,2017,833,6.42
Among Nobles,2015,537,6.73
Rat Hot,2005,1023,6.3
Heroes of Tenefyr,2019,386,7.32
Star Wars: Star Warriors,1987,519,6.88
Monikers: Something Something,2016,210,8.1
The Shores of Tripoli,2020,274,8.08
Toy Story: Obstacles & Adventures,2019,281,7.75
Gipsy King,2007,666,6.54
Pyramid Poker,2017,605,6.61
"...and then, we held hands.",2015,1816,6.08
Magic: The Gathering - Arena of the Planeswalkers: Shadows over Innistrad,2016,549,6.83
Tanz der Hornochsen!,2004,693,6.52
IOTA,2012,1410,6.19
1848: Australia,2007,217,7.96
1987 Channel Tunnel,2019,304,7.43
MIL (1049),2011,682,6.58
Sapiens,2015,863,6.38
Reichbusters: Projekt Vril,2020,462,7.85
Shadowfist,1995,416,7.09
1936: Guerra Civil,2006,312,7.6
Resident Evil Deck Building Game: Alliance,2011,583,6.87
Fief,2011,356,7.28
Locomotive Werks,2002,495,6.8
The Omega Virus,1992,1047,6.4
Träxx,2015,592,6.6
Outside the Scope of BGG,0,580,6.68
Gravity Superstar,2018,475,6.84
Bargain Basement Bathysphere,2018,320,7.66
Guildhall Fantasy: Alliance,2016,360,7.2
Ghostbusters: The Board Game,2015,1142,6.45
It's Alive!,2007,1051,6.27
Munchkin Legends,2013,1069,6.43
Batman Fluxx,2015,1140,6.33
Tapple,2012,904,6.36
Push It,2015,357,7.14
Bitter Woods (Fourth Edition),2003,286,7.67
Crystallo,2018,378,7.15
Fairy Tile,2018,950,6.37
Elevenses,2013,1171,6.24
Funkenschlag: EnBW,2007,184,8.29
Age of Discovery,2007,899,6.37
Dungeon Raiders,2018,391,7.23
Start Player,2008,890,6.33
Star Trek Deck Building Game: The Original Series,2012,569,6.68
VOLT: Robot Battle Arena,2014,414,6.99
Sixth Fleet: Modern Naval Combat in the Mediterranean,1985,501,6.95
Gardens,2014,596,6.63
World of Warcraft Miniatures Game,2008,750,6.62
Rod Hockey,1932,345,7.27
Crossfire,2017,669,6.54
Periodic: A Game of The Elements,2019,478,6.9
Aqualin,2020,371,7.17
Big Shot,2001,579,6.61
Guns & Steel,2015,878,6.36
Coda,2002,1814,6.1
Fire Tower,2019,428,7.39
Anzio,1969,601,6.74
Burke's Gambit,2016,614,6.75
Harry Potter: Death Eaters Rising,2019,378,7.31
Schrille Stille,1999,699,6.48
Thunder at Cassino,1987,409,7.02
Pocket Landship,2019,333,7.3
Under the Shadow of the Dragon,2004,663,6.52
One Night Revolution,2015,1548,6.14
Black Box,1977,843,6.38
The Lord of the Rings: Strategy Battle Game,2005,378,7.27
Don't Mess with Cthulhu Deluxe,2018,338,7.35
Sneaks & Snitches,2010,919,6.31
Mamma Mia! Plus,2009,422,6.95
Scrawl,2016,417,7.15
Dark Domains,2019,292,7.57
Origins:  How We Became Human,2007,510,6.73
Die Säulen von Venedig,2006,604,6.61
10 Days in the Americas,2010,542,6.67
Sundae Split,2017,474,6.82
Triplock,2017,812,6.46
Western Town,2005,381,7.05
Giro Galoppo,2006,570,6.66
Shadows of Malice,2014,388,7.3
Dungeonology: The Expedition,2019,563,7.1
Hues and Cues,2020,430,7.26
Le Passe-Trappe,2003,546,6.69
Jäger und Sammler,2010,552,6.67
Focus,1963,749,6.46
Who Did It?,2018,758,6.49
Dwar7s Fall,2016,769,6.65
"A Most Dangerous Time: Japan in Chaos, 1570-1584",2009,326,7.37
Venture,1969,704,6.47
Pizza Box Football,2005,995,6.28
Fine Sand,2018,523,6.73
Pax Baltica,2009,335,7.33
Valley of the Vikings,2019,487,6.76
Q.E.,2017,286,7.39
Escape Tales: Low Memory,2019,447,6.93
Der schwarze Pirat,2006,665,6.52
Dawn Under,2004,870,6.37
Slapshot,1982,974,6.32
Pandoria,2018,488,6.88
No Retreat!: The North African Front,2013,318,7.35
Cash-a-Catch,2007,955,6.35
Revolver 2: Last Stand at Malpaso,2012,404,7.01
Trial by Trolley,2020,884,6.43
Cartagena,2017,564,6.66
Mosaix,2009,629,6.54
Meeple Land,2020,307,7.45
Rick and Morty: Total Rickall Card Game,2016,1678,6.2
Catan: Ancient Egypt,2014,359,7.27
Russian Rails,2004,423,6.95
Suspend,2012,1080,6.28
Zombicide: Dark Side,2019,245,8.16
High Rise,2020,281,7.46
Champions of Hara,2018,319,7.47
Hotel Samoa,2010,1049,6.25
Voodoo,2014,1160,6.34
Big Boss,1994,375,7.08
Rumble Nation,2017,312,7.31
Undermining,2011,758,6.43
Combo Fighter,2019,363,7.25
Ruthless,2018,352,7.18
Pick & Pack,2007,695,6.47
Portal: The Uncooperative Cake Acquisition Game,2015,1224,6.25
Martinique,2009,1052,6.25
Katamino,1992,815,6.43
Loot Island,2017,655,6.54
1824: Austrian-Hungarian Railway (Second Edition),2019,197,8.15
Machina Arcana,2014,367,7.51
Gustav Adolf the Great: With God and Victorious Arms,2006,248,7.75
Zero Down,1998,726,6.44
Peloponnes Card Game,2015,487,6.76
London's Burning,1995,444,6.9
Bolide,2005,663,6.52
Coney Island,2011,781,6.43
The Witches: A Discworld Game,2013,1739,6.14
Chicken Caesar,2012,558,6.67
Santorini,2004,331,7.29
1920 Wall Street,2017,519,6.78
Conflict of Heroes: Storms of Steel - Kursk 1943 (Third Edition),2019,194,8.71
Let's Catch the Lion!,2008,533,6.7
Star Trek Deck Building Game: The Next Generation - Next Phase,2012,550,6.73
Castle,2000,1651,6.1
Mutabo,2017,255,7.59
Paydirt,1970,458,6.98
Incursion,2009,355,7.6
Crossbows and Catapults,1983,743,6.56
Solar Storm,2020,339,7.43
Go Away Monster!,1997,727,6.45
Wings of War: WW2 Deluxe set,2009,343,7.26
D-Day at Peleliu,2015,228,8.25
Upon a Salty Ocean,2011,664,6.5
Jurassic Snack,2018,489,6.81
Carthage: The First Punic War,2005,303,7.38
Forged in Steel,2016,295,7.34
KeyForge: Mass Mutation,2020,205,8.27
Sitting Ducks Gallery,2005,1728,6.12
Dragonmaster,1981,553,6.63
Pony Express,2009,710,6.46
Panic Lab,2012,1529,6.14
"Warhammer 40,000: Rogue Trader",1987,545,6.81
Stonewall's Last Battle: The Chancellorsville Campaign,1996,282,7.53
Okanagan: Valley of the Lakes,2017,501,6.76
Ecosystem,2019,318,7.45
Time's Up! Édition purple,2007,321,7.25
Feudalia,2011,336,7.17
Catan Histories: Merchants of Europe,2011,551,6.68
Sellswords,2014,608,6.56
BANG! The Duel,2015,922,6.42
Rush M.D.,2020,268,7.6
Kalah,700,5932,5.92
"Smash Up: Oops, You Did It Again",2018,284,7.51
Margraves of Valeria,2020,252,7.86
Rondo,2012,621,6.56
Panic Station,2011,2934,6.01
This Accursed Civil War,2002,268,7.56
Quartermaster General: The Cold War,2018,303,7.38
The Wizard Always Wins,2017,565,6.71
Extraordinary Adventures: Pirates,2019,465,6.8
Queenz: To Bee or Not to Bee,2019,359,7.16
Guildhall Fantasy: Coalition,2016,336,7.19
Rumis+,2006,383,6.97
Braintopia,2016,1002,6.3
"Warhammer 40,000: Heroes of Black Reach",2018,276,8.24
Perplexus,2001,384,7.02
Three-Dragon Ante: Emperor's Gambit,2010,535,6.68
Pick-a-Dog,2012,1288,6.16
Mini Kubb,0,291,7.35
Icehouse,1989,605,6.64
Das Amulett,2001,715,6.45
Utopia,2007,889,6.31
"Last Blitzkrieg: Wacht am Rhein, The Battle of the Bulge",2016,187,8.69
HMS Dolores,2016,1085,6.21
Saints in Armor,2012,214,7.98
Risk Express,2006,989,6.26
Monster Chase,2009,853,6.35
Michael Strogoff,2017,488,6.78
Guards of Atlantis: Tabletop MOBA,2017,339,7.31
The Lord of the Rings: The Return of the King Deck-Building Game,2014,404,7.04
Dig Your Way Out,2019,300,7.63
Unbroken,2018,1936,5.88
Paris Paris,2003,1161,6.19
The Russian Campaign (Fourth and Fifth editions),2003,273,7.66
Infidel,2011,280,7.49
Eselsbrücke,2011,395,6.99
Hornet Leader,1991,299,7.4
The Order of Vampire Hunters,2018,397,7.54
Salmon Run,2013,616,6.54
The Mole in the Hole,1995,896,6.31
Symphony No.9,2018,374,7.04
Venetia,2013,408,7.0
Judge Dredd: Helter Skelter,2019,282,7.54
Ziegen Kriegen,2007,1240,6.16
Vye: The Card Game of Capture and Control,2013,532,6.75
WINK,1994,569,6.62
Saltlands,2016,464,6.95
What's My Word?,1972,330,7.12
Vino,1999,670,6.46
Jagged Alliance: The Board Game,2019,231,8.41
Parthenon: Rise of the Aegean,2005,864,6.33
The Last Hundred Yards,2019,243,8.18
Enemy Coast Ahead: The Dambuster Raid,2014,257,7.72
Cosmic Run: Regeneration,2018,299,7.62
Frogriders,2017,590,6.53
Untold: Adventures Await,2017,364,7.18
Space Marine,1989,496,6.8
Doodle City,2014,814,6.34
Farlight,2017,448,6.85
Ticket to Ride: Amsterdam,2020,366,7.15
Arkham Horror: Final Hour,2019,691,6.58
Lovelace & Babbage,2019,416,6.83
BattleTech CCG,1996,757,6.48
Alhambra: The Dice Game,2006,1126,6.21
Winds of Plunder,2007,713,6.43
Kings of War,2012,254,7.82
Roads to Gettysburg II: Lee Strikes North,2018,155,8.94
Basilica,2010,601,6.56
The Lady and the Tiger,2017,493,6.75
The Game of Things,2002,2037,6.09
Frederick the Great: The Campaigns of The Soldier King,1975,437,6.93
Championship Formula Racing,2017,258,7.66
Wizard's Quest,1979,1412,6.18
Dr. Jekyll & Mr. Hyde,1997,452,6.79
Kaivai,2005,391,6.89
Paradox,2016,379,7.09
1805: Sea of Glory,2009,294,7.34
Village Green,2020,328,7.17
Strat-O-Matic Pro Football,1968,380,7.18
Bloc by Bloc: The Insurrection Game,2016,324,7.42
Epic Resort,2014,648,6.52
Dien Bien Phu: The Final Gamble,2014,202,8.55
The Last Spike,2015,459,6.8
Assault of the Giants,2017,486,6.79
Tiny Ninjas,2019,312,7.68
Huida de Silver City,2013,458,6.93
Orchard,1986,867,6.34
Bling Bling Gemstone,2012,575,6.55
"Warhammer Epic 40,000",1997,582,6.6
Vom Kap bis Kairo,2001,846,6.3
Mini Rogue: A 9-Card Print-and-Play Game,2016,407,7.18
Wonder Woman: Challenge of the Amazons,2020,268,7.56
Complots,2013,437,6.81
Die Fugger,2003,674,6.43
Pacific Victory: War in the Pacific 1941-45,2000,400,6.92
Ratland,2017,463,6.97
Austerlitz 1805: Rising Eagles,2016,191,8.49
Coin Age,2013,1815,6.07
Attack on Titan: The Last Stand,2017,574,6.68
New York,2011,514,6.65
The Three Musketeers: The Queen's Pendants,2009,449,6.8
Vienna,2015,575,6.54
Auf Teufel komm raus,2013,441,6.79
iKNOW,2012,916,6.36
The Gardens of the Alhambra,1993,1289,6.15
EXIT: Das Spiel - Die Känguru-Eskapaden,2019,355,7.03
Viktory II,2006,428,6.91
Key Market (Second Edition),2019,245,7.56
MegaCity: Oceania,2019,406,6.9
Fallout: Wasteland Warfare,2018,279,7.92
Buck Rogers: Battle for the 25th Century Game,1988,796,6.44
Mush! Mush!: Snow Tails 2,2013,360,6.97
Schafkopf,1780,276,7.53
Boże Igrzysko,2010,264,7.65
The Cards of Cthulhu,2014,487,6.81
Dragonland,2002,920,6.29
In Magnificent Style: Pickett's Charge at Gettysburg,2012,275,7.43
Hybrid,2003,322,7.41
CapCom Street Fighter Deck-Building Game,2014,583,6.65
Silent Death,1990,395,6.96
Football Highlights 2052,2019,282,7.35
JamSumo,2014,285,7.32
Hapsburg Eclipse,2014,319,7.26
Runebound,2004,1515,6.19
Seasons of Rice,2018,314,7.24
Blood Royale,1987,628,6.54
Tanto Cuore: Oktoberfest,2016,304,7.34
Doctor Who: Solitaire Story Game,2009,282,7.96
Lost Legacy: Third Chronicle - Sacred Grail & Staff of Dragons,2015,403,6.86
Food Chain Island,2020,323,7.27
Forum Romanum,1988,448,6.76
Matryoshka,2016,555,6.65
Sebastian Fitzek Safehouse,2017,571,6.55
No Peace Without Spain! The War of the Spanish Succession 1702-1713,2011,257,7.67
Braggart,2010,866,6.35
Würfel Bingo,2007,716,6.38
Control,2016,705,6.53
La Viña,2019,383,7.1
Musée,2014,407,6.83
Space Beans,1999,1424,6.09
The Fog of War,2016,299,7.28
Crows,2010,730,6.39
Serengeti,2001,1123,6.19
Polis,2020,169,8.58
Nothing Gained But Glory,2010,220,7.79
Rumble in the Dungeon,2012,776,6.35
Warrior Knights,1985,559,6.65
Blox,2008,552,6.57
Enemy at the Gates,1994,257,7.64
Warhammer Age of Sigmar,2015,590,6.63
JAB: Realtime Boxing,2011,1022,6.21
Fire in the East,1984,297,7.5
Federation Commander: Romulan Border,2006,248,7.71
Bretagne,2015,464,6.73
Dreamwell,2016,596,6.57
Castellan,2013,926,6.28
7th Sea Collectible Card Game,1998,532,6.67
Confrontation,2000,372,7.08
"The Greatest Day: Sword, Juno, and Gold Beaches",2015,175,8.7
Reverse Charades,2010,480,6.69
Trade on the Tigris,2018,309,7.16
Endangered Orphans of Condyle Cove,2017,846,6.38
On to Richmond!,1998,200,8.02
TSCHAK!,2011,745,6.34
Krazy Wordz,2016,294,7.24
Chartae,2019,481,6.71
Infamy,2013,431,6.83
Cubitos,2021,202,8.06
Vampire: The Masquerade - Heritage,2020,269,7.92
Monikers: More Monikers,2018,166,8.23
BuyWord,2004,753,6.34
It Happens..,2010,1032,6.19
Caesar: Conquest of Gaul,1998,291,7.31
Gettysburg,2010,300,7.2
Brick Party,2015,513,6.64
Armageddon,2016,537,6.6
Tramways Engineer's Workbook,2018,258,7.41
The Barbarossa Campaign,2010,217,7.88
Unmatched: Buffy the Vampire Slayer,2020,200,8.22
Waterloo,2009,393,6.91
NATO: The Next War in Europe,1983,555,6.66
Crimson Skies,1998,376,7.11
King's Road,2017,527,6.62
Mole Rats in Space,2017,354,7.04
Delve,2017,605,6.57
Fast Forward: FEAR,2017,1193,6.13
Fortress Europa,1978,572,6.66
Living Planet,2019,333,7.42
Mag·Blast (Third Edition),2006,1924,6.02
The One Hundred Torii,2020,292,7.34
The Walled City: Londonderry & Borderlands,2014,441,6.81
Mystery Rummy: Escape from Alcatraz,2009,365,6.93
Heave Ho!,2002,905,6.27
Coconuts Duo,2014,355,7.0
Jarl: The Vikings Tile-Laying Game,2015,377,6.94
The Spoils,2006,502,6.94
Copenhagen: Roll & Write,2019,444,6.77
The Legend of Korra: Pro-Bending Arena,2018,279,7.59
Whistling Death,2003,259,8.21
Peloponnesian War,2019,260,7.72
Monasterium,2020,268,7.55
My Happy Farm,2011,698,6.43
Spire's End,2020,247,8.23
Big Monster,2018,299,7.34
Siberia: The Card Game,2012,451,6.71
Fallen Land: A Post Apocalyptic Board Game,2017,324,8.26
Aquileia,2011,490,6.74
Sailing Toward Osiris,2018,429,6.84
Desolate,2018,347,7.48
Birds of a Feather,2015,463,6.74
Bisikle,2009,507,6.61
At Any Cost: Metz 1870,2018,198,8.13
Stop Thief,1979,855,6.36
Blue vs. Gray,1999,450,6.77
Unexploded Cow,2001,1720,6.08
Kluster,2018,404,6.89
Source of the Nile,1978,584,6.49
Empires of the Ancient World,2000,535,6.62
Alien vs Predator: The Hunt Begins,2015,521,6.95
Formosa Tea,2019,241,7.58
Eruption,2011,896,6.27
Robber Knights,2005,1281,6.15
Bremerhaven,2013,545,6.56
Zombies!!! 4: The End...,2004,1432,6.17
Ninja: Legend of the Scorpion Clan,2011,607,6.51
Deadzone,2013,322,7.36
Imperium Romanum II,1985,586,6.59
Pirates of the Spanish Main,2004,2765,6.07
How to Rob a Bank,2017,663,6.5
Capo Dei Capi,2013,450,6.77
Formula-1,1962,584,6.64
Take It to the Limit!,2006,410,6.85
Next War: India-Pakistan,2015,197,8.27
Déjà Vu,2017,516,6.56
A World at War,2003,325,7.56
Button Men,1999,798,6.35
Tokyo Express: The Guadalcanal Naval Campaign - 1942,1988,332,7.15
Air Baron,1996,751,6.4
Tunisia II,2016,178,8.48
Nations at War: White Star Rising,2010,288,7.43
TAGS,2018,515,6.58
Rush n' Crush,2009,813,6.31
Car Wars Compendium,1989,320,7.14
Eminent Domain: Battlecruisers,2016,673,6.39
Wings of War: Fire from the Sky,2009,319,7.21
Black Stories 2,2005,1163,6.16
Europe in Turmoil: Prelude to the Great War,2018,181,8.17
Pocket Civ,2005,525,6.63
Manifest Destiny,2005,582,6.5
Dracula's Feast,2017,409,6.89
Lemming Mafia,2009,1001,6.21
Roads to Leningrad,2004,259,7.51
Tutankhamen,1993,1284,6.11
Shitenno,2011,414,6.76
Dogs,2013,389,6.97
Sweden Fights On,2003,215,7.71
North American Railways,2016,443,6.72
World At War 85: Storming the Gap,2019,192,8.85
Giro d'Italia: The Game,2009,317,7.13
Relationship Tightrope,1999,1011,6.18
Air Force,1976,716,6.45
Straw,2006,977,6.23
Passing Through Petra,2018,435,6.74
Napoleon in Europe,2001,671,6.63
Exit: The Game - The Enchanted Forest,2020,278,7.32
"The Good, the Bad, and the Munchkin",2007,1310,6.19
Majolica,2018,354,6.95
Dragon Pass,1980,442,6.92
The Red Dragon Inn 6: Villains,2017,264,8.06
Settlers of Catan: Gallery Edition,2008,698,6.72
Monopoly Deal,2014,955,6.32
Clash of Monarchs,2008,332,7.13
Babylon 5 Collectible Card Game,1997,504,6.73
Starship Merchants,2012,464,6.62
Neolithic,2016,300,7.25
Pocket Rockets,2009,767,6.35
Boss Monster: Rise of the Minibosses,2018,376,7.06
Epic Armageddon,2003,269,7.57
Fish Cook,2012,359,6.96
Silver Bullet,2019,266,7.38
Piranha Pedro,2004,842,6.24
Doctor Who Fluxx,2017,435,6.83
Battles for the Ardennes,1978,273,7.43
Blood Bowl: Second Season Edition,2020,148,8.81
Raise Your Goblets,2016,1296,6.13
BasketBoss,2009,576,6.46
Volcano,2000,395,6.82
Back to the Future: Dice Through Time,2020,331,7.14
Filthy Rich,1998,692,6.38
Klunker,1999,885,6.22
Holdfast: Russia 1941-42,2014,215,7.75
Scarab Lords,2002,1589,6.04
Spectaculum,2012,637,6.39
Rolling Stock,2011,239,7.43
Twin Tin Bots,2013,770,6.32
Cardline: Globetrotter,2013,669,6.4
passtally,2018,415,6.75
Anno Domini: Flopps,2001,367,6.87
1000 Blank White Cards,1996,521,6.66
Tumult Royale,2015,569,6.55
Peak Oil,2017,486,6.64
Mogul,2002,566,6.47
Chang Cheng,2007,1079,6.17
Axis & Allies 1941,2012,1010,6.37
Gorechosen,2016,354,7.16
Castle Itter,2019,244,7.76
Phoenix,2003,672,6.38
Fiesta de los Muertos,2019,282,7.27
Monmouth,2007,254,7.4
"The Peloponnesian War, 431-404 BC",1991,446,6.72
Cleopatra and the Society of Architects: Deluxe Edition,2020,244,7.83
Warpgate,2019,273,7.43
Far Space Foundry,2015,398,6.76
Mr. Madison's War: The Incredible War of 1812,2012,253,7.45
Targui,1988,714,6.38
The Big Idea,2000,825,6.29
30 Rails,2016,474,6.67
Samurai,1996,324,7.09
Switch & Signal,2020,265,7.29
Circus Train (Second Edition),2013,313,7.11
Wings of Glory: WW1 Duel Pack,2013,217,8.06
Snorta!,2004,1447,6.1
Mutants,2019,267,7.49
Knights of Charlemagne,1995,678,6.36
Gnomopolis,2018,305,7.52
BONK,2017,528,6.54
Tatsu,2016,483,6.67
Conquistador: The Age of Exploration,1976,596,6.48
Fuji Koro,2019,361,7.08
Monster Crunch! The Breakfast Battle Game,2018,649,6.4
Dungeon Dice,2014,579,6.79
"Exceed: Red Horizon - Reese, Heidi, Nehtali, and Vincent",2016,224,7.87
"The Blitzkrieg Legend: The Battle for France, 1940",2012,202,8.05
Expedition: Famous Explorers,2013,399,6.81
Catan Histories: Rise of the Inkas,2018,310,7.27
Fzzzt!,2009,864,6.23
Twenty One,2017,607,6.43
Steel Wolves: The German Submarine Campaign Against Allied Shipping - Vol 1,2010,226,7.71
Five Crowns,1996,2331,6.0
Ace of Aces: Handy Rotary Deluxe Edition,1986,319,7.1
Touria,2016,471,6.63
Risk (Revised Edition),2008,3016,5.99
Guild Ball: Kick Off!,2016,217,7.75
Hitler's Reich: WW2 in Europe,2018,395,6.89
"Tri-Pack: Battles of the American Revolution - Guilford, Saratoga, Brandywine",2017,200,8.09
Dungeon!,1975,3789,5.98
Wings for the Baron (Second Edition),2015,238,7.45
Einstein: His Amazing Life and Incomparable Science,2017,461,6.68
Monty's Gamble: Market Garden,2003,308,7.17
Demeter,2020,223,7.6
Natives,2017,358,6.9
Spoils of War,2017,393,6.96
Tomb: Cryptmaster,2009,575,6.53
World of Yo-Ho,2016,579,6.44
Principato,2011,995,6.16
Conquest of the Empire,1984,1015,6.26
Rattus Cartus,2012,528,6.53
Animal Kingdoms,2020,288,7.28
Deja Vu: Fragments of Memory,2018,292,7.14
Stich-Meister,2010,412,6.72
Monsters Menace America,2005,2261,5.98
Homebrewers,2019,280,7.27
Celebrities,0,271,7.21
Nemo's War,2009,309,7.08
The Message,2009,407,6.89
Windward,2020,324,7.56
The King's Will,2017,324,7.01
Pit Crew,2017,562,6.47
Wings of Glory: WW2 Starter Set,2012,278,7.4
Vineta,2008,1021,6.18
Groo: The Game,1997,819,6.3
Age of Thieves,2016,435,6.76
